employee_id,year,month,absent,half-day,leave,present,date_key,days_recorded,absenteeism_rate_pct
EMP0042,2026,6,1,1,1,23,20260601,26,5.77
EMP0042,2026,7,0,0,0,16,20260701,16,0.0
EMP0043,2025,8,0,0,0,26,20250801,26,0.0
EMP0043,2025,9,0,2,2,22,20250901,26,3.85
EMP0043,2025,10,0,0,1,26,20251001,27,0.0
EMP0043,2025,11,0,0,1,24,20251101,25,0.0
EMP0043,2025,12,0,1,1,25,20251201,27,1.85
EMP0043,2026,1,1,0,2,24,20260101,27,3.7
EMP0043,2026,2,0,2,0,22,20260201,24,4.17
EMP0043,2026,3,2,1,0,23,20260301,26,9.62
EMP0043,2026,4,1,0,0,25,20260401,26,3.85
EMP0043,2026,5,1,0,1,24,20260501,26,3.85
EMP0043,2026,6,1,2,0,23,20260601,26,7.69
EMP0043,2026,7,0,0,1,15,20260701,16,0.0
EMP0044,2025,8,0,1,0,25,20250801,26,1.92
EMP0044,2025,9,0,0,0,26,20250901,26,0.0
EMP0044,2025,10,1,0,1,25,20251001,27,3.7
EMP0044,2025,11,1,1,1,22,20251101,25,6.0
EMP0044,2025,12,0,0,1,26,20251201,27,0.0
EMP0044,2026,1,0,0,0,27,20260101,27,0.0
EMP0044,2026,2,0,0,0,24,20260201,24,0.0
EMP0044,2026,3,0,1,0,25,20260301,26,1.92
EMP0044,2026,4,0,1,0,25,20260401,26,1.92
EMP0044,2026,5,0,1,0,25,20260501,26,1.92
EMP0044,2026,6,1,0,1,24,20260601,26,3.85
EMP0044,2026,7,0,0,0,16,20260701,16,0.0
EMP0045,2025,12,0,0,2,25,20251201,27,0.0
EMP0045,2026,1,0,0,0,27,20260101,27,0.0
EMP0045,2026,2,1,1,0,22,20260201,24,6.25
EMP0045,2026,3,1,0,0,25,20260301,26,3.85
EMP0045,2026,4,0,0,1,25,20260401,26,0.0
EMP0045,2026,5,0,0,0,26,20260501,26,0.0
EMP0045,2026,6,0,0,2,24,20260601,26,0.0
EMP0045,2026,7,2,0,0,14,20260701,16,12.5
EMP0046,2025,8,3,1,1,21,20250801,26,13.46
EMP0046,2025,9,1,0,0,25,20250901,26,3.85
EMP0046,2025,10,0,0,1,26,20251001,27,0.0
EMP0046,2025,11,1,0,1,23,20251101,25,4.0
EMP0046,2025,12,2,1,2,22,20251201,27,9.26
EMP0046,2026,1,0,1,0,26,20260101,27,1.85
EMP0046,2026,2,0,0,1,23,20260201,24,0.0
EMP0046,2026,3,1,1,0,24,20260301,26,5.77
EMP0046,2026,4,0,0,0,26,20260401,26,0.0
EMP0046,2026,5,2,1,0,23,20260501,26,9.62
EMP0046,2026,6,0,0,1,25,20260601,26,0.0
EMP0046,2026,7,0,1,0,15,20260701,16,3.12
EMP0047,2025,8,0,1,2,23,20250801,26,1.92
EMP0047,2025,9,0,0,0,26,20250901,26,0.0
EMP0047,2025,10,0,0,0,27,20251001,27,0.0
EMP0047,2025,11,1,0,2,22,20251101,25,4.0
EMP0047,2025,12,0,0,0,27,20251201,27,0.0
EMP0047,2026,1,0,1,0,26,20260101,27,1.85
EMP0047,2026,2,0,2,0,22,20260201,24,4.17
EMP0047,2026,3,0,0,2,24,20260301,26,0.0
EMP0047,2026,4,0,0,1,25,20260401,26,0.0
EMP0047,2026,5,1,0,0,25,20260501,26,3.85
EMP0047,2026,6,3,0,0,23,20260601,26,11.54
EMP0047,2026,7,0,0,1,15,20260701,16,0.0
EMP0048,2025,8,0,1,2,23,20250801,26,1.92
EMP0048,2025,9,2,0,0,24,20250901,26,7.69
EMP0048,2025,10,0,1,1,25,20251001,27,1.85
EMP0048,2025,11,1,1,1,22,20251101,25,6.0
EMP0048,2025,12,1,0,1,25,20251201,27,3.7
EMP0048,2026,1,0,1,0,26,20260101,27,1.85
EMP0048,2026,2,0,0,0,24,20260201,24,0.0
EMP0048,2026,3,1,1,1,23,20260301,26,5.77
EMP0048,2026,4,0,0,0,26,20260401,26,0.0
EMP0048,2026,5,1,0,1,24,20260501,26,3.85
EMP0048,2026,6,1,1,1,23,20260601,26,5.77
EMP0048,2026,7,0,0,1,15,20260701,16,0.0
EMP0049,2025,8,0,0,2,24,20250801,26,0.0
EMP0049,2025,9,0,0,2,24,20250901,26,0.0
EMP0049,2025,10,0,0,0,27,20251001,27,0.0
EMP0049,2025,11,1,0,1,23,20251101,25,4.0
EMP0049,2025,12,0,1,0,26,20251201,27,1.85
EMP0049,2026,1,0,1,0,26,20260101,27,1.85
EMP0049,2026,2,0,0,0,24,20260201,24,0.0
EMP0049,2026,3,2,0,0,24,20260301,26,7.69
EMP0049,2026,4,1,0,0,25,20260401,26,3.85
EMP0049,2026,5,0,0,2,24,20260501,26,0.0
EMP0049,2026,6,1,0,0,25,20260601,26,3.85
EMP0049,2026,7,1,0,1,14,20260701,16,6.25
EMP0050,2025,8,0,0,2,24,20250801,26,0.0
EMP0050,2025,9,0,1,1,24,20250901,26,1.92
EMP0050,2025,10,0,0,1,26,20251001,27,0.0
EMP0050,2025,11,0,1,0,24,20251101,25,2.0
EMP0050,2025,12,1,0,2,24,20251201,27,3.7
EMP0050,2026,1,1,2,1,23,20260101,27,7.41
EMP0050,2026,2,0,2,0,22,20260201,24,4.17
EMP0050,2026,3,1,2,0,23,20260301,26,7.69
EMP0050,2026,4,0,1,1,24,20260401,26,1.92
EMP0050,2026,5,2,1,0,23,20260501,26,9.62
EMP0050,2026,6,2,0,0,24,20260601,26,7.69
EMP0050,2026,7,0,0,0,16,20260701,16,0.0
EMP0051,2025,8,1,0,2,23,20250801,26,3.85
EMP0051,2025,9,3,0,0,23,20250901,26,11.54
EMP0051,2025,10,3,2,0,22,20251001,27,14.81
EMP0051,2025,11,1,0,0,24,20251101,25,4.0
EMP0051,2025,12,0,0,1,26,20251201,27,0.0
EMP0051,2026,1,0,1,1,25,20260101,27,1.85
EMP0051,2026,2,2,0,1,21,20260201,24,8.33
EMP0051,2026,3,2,0,0,24,20260301,26,7.69
EMP0051,2026,4,0,0,1,25,20260401,26,0.0
EMP0051,2026,5,0,1,1,24,20260501,26,1.92
EMP0051,2026,6,1,0,0,25,20260601,26,3.85
EMP0051,2026,7,0,0,0,16,20260701,16,0.0
EMP0052,2025,8,1,1,0,24,20250801,26,5.77
EMP0052,2025,9,2,0,3,21,20250901,26,7.69
EMP0052,2025,10,2,0,0,25,20251001,27,7.41
EMP0052,2025,11,1,0,1,23,20251101,25,4.0
EMP0052,2025,12,0,0,3,24,20251201,27,0.0
EMP0052,2026,1,1,2,0,24,20260101,27,7.41
EMP0052,2026,2,2,0,0,22,20260201,24,8.33
EMP0052,2026,3,1,0,2,23,20260301,26,3.85
EMP0052,2026,4,0,2,2,22,20260401,26,3.85
EMP0052,2026,5,0,1,0,25,20260501,26,1.92
EMP0052,2026,6,0,0,1,25,20260601,26,0.0
EMP0052,2026,7,2,0,0,14,20260701,16,12.5
EMP0053,2025,8,1,1,0,24,20250801,26,5.77
EMP0053,2025,9,0,0,1,25,20250901,26,0.0
EMP0053,2025,10,0,0,0,27,20251001,27,0.0
EMP0053,2025,11,1,0,0,24,20251101,25,4.0
EMP0053,2025,12,0,0,1,26,20251201,27,0.0
EMP0053,2026,1,0,1,0,26,20260101,27,1.85
EMP0053,2026,2,0,1,1,22,20260201,24,2.08
EMP0053,2026,3,0,0,0,26,20260301,26,0.0
EMP0053,2026,4,2,1,3,20,20260401,26,9.62
EMP0053,2026,5,1,1,0,24,20260501,26,5.77
EMP0053,2026,6,4,0,0,22,20260601,26,15.38
EMP0053,2026,7,0,0,0,16,20260701,16,0.0
EMP0054,2025,8,0,0,0,26,20250801,26,0.0
EMP0054,2025,9,0,0,0,26,20250901,26,0.0
EMP0054,2025,10,0,0,0,27,20251001,27,0.0
EMP0054,2025,11,0,0,0,25,20251101,25,0.0
EMP0054,2025,12,1,2,0,24,20251201,27,7.41
EMP0054,2026,1,0,1,1,25,20260101,27,1.85
EMP0054,2026,2,2,0,0,22,20260201,24,8.33
EMP0054,2026,3,0,1,1,24,20260301,26,1.92
EMP0054,2026,4,0,0,3,23,20260401,26,0.0
EMP0054,2026,5,1,0,0,25,20260501,26,3.85
EMP0054,2026,6,1,0,0,25,20260601,26,3.85
EMP0054,2026,7,0,0,0,16,20260701,16,0.0
EMP0055,2025,8,1,0,1,24,20250801,26,3.85
EMP0055,2025,9,1,0,0,25,20250901,26,3.85
EMP0055,2025,10,2,3,1,21,20251001,27,12.96
EMP0055,2025,11,1,1,0,23,20251101,25,6.0
EMP0055,2025,12,2,0,0,25,20251201,27,7.41
EMP0055,2026,1,1,0,0,26,20260101,27,3.7
EMP0055,2026,2,0,0,1,23,20260201,24,0.0
EMP0055,2026,3,0,0,1,25,20260301,26,0.0
EMP0055,2026,4,0,1,0,25,20260401,26,1.92
EMP0055,2026,5,0,0,0,26,20260501,26,0.0
EMP0055,2026,6,1,0,0,25,20260601,26,3.85
EMP0055,2026,7,0,0,0,16,20260701,16,0.0
EMP0056,2025,8,4,0,1,21,20250801,26,15.38
EMP0056,2025,9,2,0,0,24,20250901,26,7.69
EMP0056,2025,10,2,1,0,24,20251001,27,9.26
EMP0056,2025,11,2,1,0,22,20251101,25,10.0
EMP0056,2025,12,1,2,0,24,20251201,27,7.41
EMP0056,2026,1,3,0,0,24,20260101,27,11.11
EMP0056,2026,2,2,1,0,21,20260201,24,10.42
EMP0056,2026,3,1,0,2,23,20260301,26,3.85
EMP0056,2026,4,1,0,1,24,20260401,26,3.85
EMP0056,2026,5,1,0,1,24,20260501,26,3.85
EMP0056,2026,6,0,0,0,26,20260601,26,0.0
EMP0056,2026,7,1,1,0,14,20260701,16,9.38
EMP0057,2025,8,1,0,0,25,20250801,26,3.85
EMP0057,2025,9,0,2,2,22,20250901,26,3.85
EMP0057,2025,10,0,1,0,26,20251001,27,1.85
EMP0057,2025,11,0,2,1,22,20251101,25,4.0
EMP0057,2025,12,2,0,0,25,20251201,27,7.41
EMP0057,2026,1,1,0,0,26,20260101,27,3.7
EMP0057,2026,2,0,1,0,23,20260201,24,2.08
EMP0057,2026,3,1,0,0,25,20260301,26,3.85
EMP0057,2026,4,0,1,1,24,20260401,26,1.92
EMP0057,2026,5,0,1,0,25,20260501,26,1.92
EMP0057,2026,6,1,0,1,24,20260601,26,3.85
EMP0057,2026,7,1,0,2,13,20260701,16,6.25
EMP0058,2025,8,1,0,0,25,20250801,26,3.85
EMP0058,2025,9,1,0,0,25,20250901,26,3.85
EMP0058,2025,10,1,0,0,26,20251001,27,3.7
EMP0058,2025,11,0,0,0,25,20251101,25,0.0
EMP0058,2025,12,1,1,1,24,20251201,27,5.56
EMP0058,2026,1,0,0,1,26,20260101,27,0.0
EMP0058,2026,2,1,0,0,23,20260201,24,4.17
EMP0058,2026,3,2,0,0,24,20260301,26,7.69
EMP0058,2026,4,0,0,0,26,20260401,26,0.0
EMP0058,2026,5,0,0,1,25,20260501,26,0.0
EMP0058,2026,6,1,0,0,25,20260601,26,3.85
EMP0058,2026,7,1,1,0,14,20260701,16,9.38
EMP0059,2025,8,0,2,0,24,20250801,26,3.85
EMP0059,2025,9,2,1,2,21,20250901,26,9.62
EMP0059,2025,10,2,2,1,22,20251001,27,11.11
EMP0059,2025,11,0,0,1,24,20251101,25,0.0
EMP0059,2025,12,1,0,0,26,20251201,27,3.7
EMP0059,2026,1,2,1,0,24,20260101,27,9.26
EMP0059,2026,2,0,0,0,24,20260201,24,0.0
EMP0059,2026,3,3,2,0,21,20260301,26,15.38
EMP0059,2026,4,0,0,0,26,20260401,26,0.0
EMP0059,2026,5,2,1,1,22,20260501,26,9.62
EMP0059,2026,6,0,0,2,24,20260601,26,0.0
EMP0059,2026,7,0,0,1,15,20260701,16,0.0
EMP0060,2025,8,1,0,0,25,20250801,26,3.85
EMP0060,2025,9,0,0,0,26,20250901,26,0.0
EMP0060,2025,10,0,1,1,25,20251001,27,1.85
EMP0060,2025,11,1,0,0,24,20251101,25,4.0
EMP0060,2025,12,1,0,1,25,20251201,27,3.7
EMP0060,2026,1,2,0,1,24,20260101,27,7.41
EMP0060,2026,2,0,0,1,23,20260201,24,0.0
EMP0060,2026,3,0,1,0,25,20260301,26,1.92
EMP0060,2026,4,1,0,1,24,20260401,26,3.85
EMP0060,2026,5,0,0,1,25,20260501,26,0.0
EMP0060,2026,6,2,1,1,22,20260601,26,9.62
EMP0060,2026,7,1,0,0,15,20260701,16,6.25
EMP0061,2025,8,2,0,1,23,20250801,26,7.69
EMP0061,2025,9,1,0,1,24,20250901,26,3.85
EMP0061,2025,10,0,1,1,25,20251001,27,1.85
EMP0061,2025,11,1,1,1,22,20251101,25,6.0
EMP0061,2025,12,0,0,1,26,20251201,27,0.0
EMP0061,2026,1,1,0,1,25,20260101,27,3.7
EMP0061,2026,2,0,1,0,23,20260201,24,2.08
EMP0061,2026,3,1,0,0,25,20260301,26,3.85
EMP0061,2026,4,3,0,0,23,20260401,26,11.54
EMP0061,2026,5,2,0,0,24,20260501,26,7.69
EMP0061,2026,6,1,0,0,25,20260601,26,3.85
EMP0061,2026,7,0,0,0,16,20260701,16,0.0
EMP0062,2025,8,0,1,2,23,20250801,26,1.92
EMP0062,2025,9,1,0,0,25,20250901,26,3.85
EMP0062,2025,10,0,1,0,26,20251001,27,1.85
EMP0062,2025,11,0,0,0,25,20251101,25,0.0
EMP0062,2025,12,1,0,0,26,20251201,27,3.7
EMP0062,2026,1,0,1,1,25,20260101,27,1.85
EMP0062,2026,2,1,1,1,21,20260201,24,6.25
EMP0062,2026,3,1,2,1,22,20260301,26,7.69
EMP0062,2026,4,0,1,1,24,20260401,26,1.92
EMP0062,2026,5,2,0,0,24,20260501,26,7.69
EMP0062,2026,6,1,2,1,22,20260601,26,7.69
EMP0062,2026,7,0,0,0,16,20260701,16,0.0
EMP0063,2025,8,0,1,1,24,20250801,26,1.92
EMP0063,2025,9,0,0,0,26,20250901,26,0.0
EMP0063,2025,10,0,3,0,24,20251001,27,5.56
EMP0063,2025,11,0,0,1,24,20251101,25,0.0
EMP0063,2025,12,0,0,0,27,20251201,27,0.0
EMP0063,2026,1,1,1,0,25,20260101,27,5.56
EMP0063,2026,2,1,1,1,21,20260201,24,6.25
EMP0063,2026,3,1,0,0,25,20260301,26,3.85
EMP0063,2026,4,0,0,1,25,20260401,26,0.0
EMP0063,2026,5,1,0,1,24,20260501,26,3.85
EMP0063,2026,6,1,1,0,24,20260601,26,5.77
EMP0063,2026,7,0,1,0,15,20260701,16,3.12
EMP0064,2025,8,1,0,1,24,20250801,26,3.85
EMP0064,2025,9,2,0,0,24,20250901,26,7.69
EMP0064,2025,10,1,0,0,26,20251001,27,3.7
EMP0064,2025,11,2,0,2,21,20251101,25,8.0
EMP0064,2025,12,0,0,0,27,20251201,27,0.0
EMP0064,2026,1,0,0,1,26,20260101,27,0.0
EMP0064,2026,2,0,0,1,23,20260201,24,0.0
EMP0064,2026,3,0,1,0,25,20260301,26,1.92
EMP0064,2026,4,0,1,1,24,20260401,26,1.92
EMP0064,2026,5,0,3,0,23,20260501,26,5.77
EMP0064,2026,6,2,1,2,21,20260601,26,9.62
EMP0064,2026,7,0,0,0,16,20260701,16,0.0
EMP0065,2025,8,0,2,1,23,20250801,26,3.85
EMP0065,2025,9,2,0,0,24,20250901,26,7.69
EMP0065,2025,10,4,1,0,22,20251001,27,16.67
EMP0065,2025,11,1,2,0,22,20251101,25,8.0
EMP0065,2025,12,2,1,1,23,20251201,27,9.26
EMP0065,2026,1,2,2,1,22,20260101,27,11.11
EMP0065,2026,2,0,2,2,20,20260201,24,4.17
EMP0065,2026,3,0,0,0,26,20260301,26,0.0
EMP0065,2026,4,1,0,1,24,20260401,26,3.85
EMP0065,2026,5,0,1,0,25,20260501,26,1.92
EMP0065,2026,6,1,2,2,21,20260601,26,7.69
EMP0065,2026,7,1,2,0,13,20260701,16,12.5
EMP0066,2025,8,1,1,1,23,20250801,26,5.77
EMP0066,2025,9,0,1,1,24,20250901,26,1.92
EMP0066,2025,10,1,4,1,21,20251001,27,11.11
EMP0066,2025,11,1,1,0,23,20251101,25,6.0
EMP0066,2025,12,3,0,0,24,20251201,27,11.11
EMP0066,2026,1,1,1,0,25,20260101,27,5.56
EMP0066,2026,2,0,1,2,21,20260201,24,2.08
EMP0066,2026,3,0,0,1,25,20260301,26,0.0
EMP0066,2026,4,1,0,1,24,20260401,26,3.85
EMP0066,2026,5,2,1,0,23,20260501,26,9.62
EMP0066,2026,6,0,2,1,23,20260601,26,3.85
EMP0066,2026,7,3,0,1,12,20260701,16,18.75
EMP0067,2025,8,1,1,0,24,20250801,26,5.77
EMP0067,2025,9,1,0,1,24,20250901,26,3.85
EMP0067,2025,10,1,2,0,24,20251001,27,7.41
EMP0067,2025,11,2,1,0,22,20251101,25,10.0
EMP0067,2025,12,1,0,1,25,20251201,27,3.7
EMP0067,2026,1,1,0,0,26,20260101,27,3.7
EMP0067,2026,2,0,1,2,21,20260201,24,2.08
EMP0067,2026,3,0,0,1,25,20260301,26,0.0
EMP0067,2026,4,0,2,0,24,20260401,26,3.85
EMP0067,2026,5,0,0,2,24,20260501,26,0.0
EMP0067,2026,6,2,1,0,23,20260601,26,9.62
EMP0067,2026,7,2,0,0,14,20260701,16,12.5
EMP0068,2025,8,2,2,0,22,20250801,26,11.54
EMP0068,2025,9,1,0,0,25,20250901,26,3.85
EMP0068,2025,10,0,3,2,22,20251001,27,5.56
EMP0068,2025,11,0,0,0,25,20251101,25,0.0
EMP0068,2025,12,0,0,0,27,20251201,27,0.0
EMP0068,2026,1,0,0,1,26,20260101,27,0.0
EMP0068,2026,2,1,0,3,20,20260201,24,4.17
EMP0068,2026,3,0,0,0,26,20260301,26,0.0
EMP0068,2026,4,2,0,0,24,20260401,26,7.69
EMP0068,2026,5,1,1,1,23,20260501,26,5.77
EMP0068,2026,6,1,1,0,24,20260601,26,5.77
EMP0068,2026,7,1,0,0,15,20260701,16,6.25
EMP0069,2025,8,1,1,2,22,20250801,26,5.77
EMP0069,2025,9,0,1,1,24,20250901,26,1.92
EMP0069,2025,10,0,1,0,26,20251001,27,1.85
EMP0069,2025,11,1,1,2,21,20251101,25,6.0
EMP0069,2025,12,0,1,0,26,20251201,27,1.85
EMP0069,2026,1,0,1,0,26,20260101,27,1.85
EMP0069,2026,2,0,1,0,23,20260201,24,2.08
EMP0069,2026,3,1,0,1,24,20260301,26,3.85
EMP0069,2026,4,0,1,0,25,20260401,26,1.92
EMP0069,2026,5,1,1,0,24,20260501,26,5.77
EMP0069,2026,6,0,0,1,25,20260601,26,0.0
EMP0069,2026,7,0,0,0,16,20260701,16,0.0
EMP0070,2025,8,0,0,0,26,20250801,26,0.0
EMP0070,2025,9,1,1,2,22,20250901,26,5.77
EMP0070,2025,10,0,0,0,27,20251001,27,0.0
EMP0070,2025,11,1,0,2,22,20251101,25,4.0
EMP0070,2025,12,1,1,0,25,20251201,27,5.56
EMP0070,2026,1,0,0,1,26,20260101,27,0.0
EMP0070,2026,2,0,0,0,24,20260201,24,0.0
EMP0070,2026,3,0,0,0,26,20260301,26,0.0
EMP0070,2026,4,1,0,0,25,20260401,26,3.85
EMP0070,2026,5,1,3,0,22,20260501,26,9.62
EMP0070,2026,6,1,0,1,24,20260601,26,3.85
EMP0070,2026,7,0,0,0,16,20260701,16,0.0
EMP0071,2025,8,0,2,0,16,20250801,18,5.56
EMP0071,2025,9,2,1,1,22,20250901,26,9.62
EMP0071,2025,10,0,0,0,27,20251001,27,0.0
EMP0071,2025,11,0,1,0,24,20251101,25,2.0
EMP0071,2025,12,2,1,0,24,20251201,27,9.26
EMP0071,2026,1,1,1,0,25,20260101,27,5.56
EMP0071,2026,2,1,0,0,23,20260201,24,4.17
EMP0071,2026,3,3,0,1,22,20260301,26,11.54
EMP0071,2026,4,2,0,2,22,20260401,26,7.69
EMP0071,2026,5,1,0,1,24,20260501,26,3.85
EMP0071,2026,6,0,0,0,26,20260601,26,0.0
EMP0071,2026,7,0,0,0,16,20260701,16,0.0
EMP0072,2025,8,0,0,1,25,20250801,26,0.0
EMP0072,2025,9,1,0,0,25,20250901,26,3.85
EMP0072,2025,10,1,2,0,24,20251001,27,7.41
EMP0072,2025,11,2,0,1,22,20251101,25,8.0
EMP0072,2025,12,0,2,2,23,20251201,27,3.7
EMP0072,2026,1,0,0,0,27,20260101,27,0.0
EMP0072,2026,2,0,0,1,23,20260201,24,0.0
EMP0072,2026,3,0,0,2,24,20260301,26,0.0
EMP0072,2026,4,0,0,0,26,20260401,26,0.0
EMP0072,2026,5,0,0,0,26,20260501,26,0.0
EMP0072,2026,6,0,0,0,26,20260601,26,0.0
EMP0072,2026,7,0,0,1,15,20260701,16,0.0
EMP0073,2025,8,0,1,0,25,20250801,26,1.92
EMP0073,2025,9,1,1,1,23,20250901,26,5.77
EMP0073,2025,10,2,0,0,25,20251001,27,7.41
EMP0073,2025,11,1,0,0,24,20251101,25,4.0
EMP0073,2025,12,0,0,1,26,20251201,27,0.0
EMP0073,2026,1,1,1,1,24,20260101,27,5.56
EMP0073,2026,2,1,0,2,21,20260201,24,4.17
EMP0073,2026,3,2,1,0,23,20260301,26,9.62
EMP0073,2026,4,4,0,0,22,20260401,26,15.38
EMP0073,2026,5,0,0,1,25,20260501,26,0.0
EMP0073,2026,6,0,0,1,25,20260601,26,0.0
EMP0073,2026,7,1,1,0,14,20260701,16,9.38
EMP0074,2025,8,0,0,0,26,20250801,26,0.0
EMP0074,2025,9,2,0,0,24,20250901,26,7.69
EMP0074,2025,10,2,0,0,25,20251001,27,7.41
EMP0074,2025,11,1,1,0,23,20251101,25,6.0
EMP0074,2025,12,0,1,1,25,20251201,27,1.85
EMP0074,2026,1,1,0,0,26,20260101,27,3.7
EMP0074,2026,2,0,1,0,23,20260201,24,2.08
EMP0074,2026,3,0,0,0,26,20260301,26,0.0
EMP0074,2026,4,0,0,1,25,20260401,26,0.0
EMP0074,2026,5,1,1,2,22,20260501,26,5.77
EMP0074,2026,6,2,1,1,22,20260601,26,9.62
EMP0074,2026,7,2,1,0,13,20260701,16,15.62
EMP0075,2025,8,1,0,0,25,20250801,26,3.85
EMP0075,2025,9,0,1,0,25,20250901,26,1.92
EMP0075,2025,10,1,2,0,24,20251001,27,7.41
EMP0075,2025,11,1,3,1,20,20251101,25,10.0
EMP0075,2025,12,0,0,0,27,20251201,27,0.0
EMP0075,2026,1,1,0,0,26,20260101,27,3.7
EMP0075,2026,2,2,0,0,22,20260201,24,8.33
EMP0075,2026,3,0,0,1,25,20260301,26,0.0
EMP0075,2026,4,1,1,0,24,20260401,26,5.77
EMP0075,2026,5,1,1,0,24,20260501,26,5.77
EMP0075,2026,6,1,2,0,23,20260601,26,7.69
EMP0075,2026,7,0,0,1,15,20260701,16,0.0
EMP0076,2025,8,0,1,0,25,20250801,26,1.92
EMP0076,2025,9,2,1,2,21,20250901,26,9.62
EMP0076,2025,10,1,2,0,24,20251001,27,7.41
EMP0076,2025,11,2,0,0,23,20251101,25,8.0
EMP0076,2025,12,2,1,0,24,20251201,27,9.26
EMP0076,2026,1,0,0,1,26,20260101,27,0.0
EMP0076,2026,2,0,0,0,24,20260201,24,0.0
EMP0076,2026,3,2,1,1,22,20260301,26,9.62
EMP0076,2026,4,1,1,0,24,20260401,26,5.77
EMP0076,2026,5,2,0,2,22,20260501,26,7.69
EMP0076,2026,6,3,1,0,22,20260601,26,13.46
EMP0076,2026,7,0,0,0,16,20260701,16,0.0
EMP0077,2025,8,1,0,0,25,20250801,26,3.85
EMP0077,2025,9,2,2,1,21,20250901,26,11.54
EMP0077,2025,10,1,0,1,25,20251001,27,3.7
EMP0077,2025,11,0,1,0,24,20251101,25,2.0
EMP0077,2025,12,0,1,2,24,20251201,27,1.85
EMP0077,2026,1,0,0,1,26,20260101,27,0.0
EMP0077,2026,2,3,1,2,18,20260201,24,14.58
EMP0077,2026,3,2,1,0,23,20260301,26,9.62
EMP0077,2026,4,1,3,0,22,20260401,26,9.62
EMP0077,2026,5,3,1,1,21,20260501,26,13.46
EMP0077,2026,6,0,0,0,26,20260601,26,0.0
EMP0077,2026,7,0,1,0,15,20260701,16,3.12
EMP0078,2025,8,0,0,0,26,20250801,26,0.0
EMP0078,2025,9,1,2,0,23,20250901,26,7.69
EMP0078,2025,10,0,0,0,27,20251001,27,0.0
EMP0078,2025,11,0,0,0,25,20251101,25,0.0
EMP0078,2025,12,0,1,1,25,20251201,27,1.85
EMP0078,2026,1,2,1,0,24,20260101,27,9.26
EMP0078,2026,2,0,0,0,24,20260201,24,0.0
EMP0078,2026,3,1,0,1,24,20260301,26,3.85
EMP0078,2026,4,1,1,0,24,20260401,26,5.77
EMP0078,2026,5,0,0,2,24,20260501,26,0.0
EMP0078,2026,6,1,0,1,24,20260601,26,3.85
EMP0078,2026,7,1,1,1,13,20260701,16,9.38
EMP0079,2025,8,0,1,2,23,20250801,26,1.92
EMP0079,2025,9,0,1,0,25,20250901,26,1.92
EMP0079,2025,10,0,0,0,27,20251001,27,0.0
EMP0079,2025,11,1,0,1,23,20251101,25,4.0
EMP0079,2025,12,0,0,1,26,20251201,27,0.0
EMP0079,2026,1,1,0,0,26,20260101,27,3.7
EMP0079,2026,2,1,0,2,21,20260201,24,4.17
EMP0079,2026,3,0,1,0,25,20260301,26,1.92
EMP0079,2026,4,0,0,0,26,20260401,26,0.0
EMP0079,2026,5,0,1,2,23,20260501,26,1.92
EMP0079,2026,6,0,0,0,26,20260601,26,0.0
EMP0079,2026,7,0,0,0,16,20260701,16,0.0
EMP0080,2025,8,0,0,0,26,20250801,26,0.0
EMP0080,2025,9,1,0,2,23,20250901,26,3.85
EMP0080,2025,10,1,1,1,24,20251001,27,5.56
EMP0080,2025,11,0,0,1,24,20251101,25,0.0
EMP0080,2025,12,0,1,0,26,20251201,27,1.85
EMP0080,2026,1,0,0,2,25,20260101,27,0.0
EMP0080,2026,2,0,1,0,23,20260201,24,2.08
EMP0080,2026,3,0,1,0,25,20260301,26,1.92
EMP0080,2026,4,1,2,0,23,20260401,26,7.69
EMP0080,2026,5,1,0,4,21,20260501,26,3.85
EMP0080,2026,6,1,0,0,25,20260601,26,3.85
EMP0080,2026,7,1,0,0,15,20260701,16,6.25
EMP0081,2025,8,1,0,1,24,20250801,26,3.85
EMP0081,2025,9,0,0,0,26,20250901,26,0.0
EMP0081,2025,10,1,2,1,23,20251001,27,7.41
EMP0081,2025,11,3,2,2,18,20251101,25,16.0
EMP0081,2025,12,2,0,2,23,20251201,27,7.41
EMP0081,2026,1,1,1,0,25,20260101,27,5.56
EMP0081,2026,2,2,1,0,21,20260201,24,10.42
EMP0081,2026,3,0,1,0,25,20260301,26,1.92
EMP0081,2026,4,3,1,0,22,20260401,26,13.46
EMP0081,2026,5,1,1,0,24,20260501,26,5.77
EMP0081,2026,6,1,0,0,25,20260601,26,3.85
EMP0081,2026,7,0,0,0,16,20260701,16,0.0
EMP0082,2025,8,0,0,0,26,20250801,26,0.0
EMP0082,2025,9,2,2,1,21,20250901,26,11.54
EMP0082,2025,10,2,1,1,23,20251001,27,9.26
EMP0082,2025,11,2,0,1,22,20251101,25,8.0
EMP0082,2025,12,1,3,0,23,20251201,27,9.26
EMP0082,2026,1,0,0,1,26,20260101,27,0.0
EMP0082,2026,2,1,2,0,21,20260201,24,8.33
EMP0082,2026,3,1,2,0,23,20260301,26,7.69
EMP0082,2026,4,1,1,2,22,20260401,26,5.77
EMP0082,2026,5,1,1,2,22,20260501,26,5.77
EMP0082,2026,6,0,0,0,26,20260601,26,0.0
EMP0082,2026,7,1,0,0,15,20260701,16,6.25
EMP0083,2025,8,2,1,2,21,20250801,26,9.62
EMP0083,2025,9,2,2,0,22,20250901,26,11.54
EMP0083,2025,10,3,0,2,22,20251001,27,11.11
